status,migration,file
D,归档,E:\football_v\11_System_Intelligence\reports\phase4_3_market_intelligence_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase4_4_report_system_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase5_1_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase5_2_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase5_3_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase5_4_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase6_1_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase6_2_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase6_3_report.json
D,归档,E:\football_v\11_System_Intelligence\reports\phase6_4_report.json
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_intelligence.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase2_intelligence.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_10_confidence.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_11_knowledge_graph.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_12_probability.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_13_market.py
B,整理后迁移,E:\football_v\11_System_Intelligence\tests\test_phase3_14_prediction.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_15_runtime.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_2_memory_bridge.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_3_reasoning.py
B,整理后迁移,E:\football_v\11_System_Intelligence\tests\test_phase3_4_decision_fusion.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_5_controller_upgrade.py
B,整理后迁移,E:\football_v\11_System_Intelligence\tests\test_phase3_6_self_learning.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_7_evolution.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_8_knowledge.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase3_9_risk.py
B,整理后迁移,E:\football_v\11_System_Intelligence\tests\test_phase3_system_intelligence.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase4_market_core.py
B,整理后迁移,E:\football_v\11_System_Intelligence\tests\test_phase4_prediction_core.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase5_1_agents.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase5_2_weight.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase5_3_simulation.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase5_4_strategy.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase6_backtest.py
B,整理后迁移,E:\football_v\11_System_Intelligence\tests\test_phase6_feedback.py
C,测试验证,E:\football_v\11_System_Intelligence\tests\test_phase6_training.py
C,测试验证,E:\football_v\120_AI_REPORT_SERVICE\module.py
C,测试验证,E:\football_v\121_DATABASE_GOVERNANCE_LAYER\data_registry.py
C,测试验证,E:\football_v\121_RESULT_FEEDBACK_ENGINE\module.py
C,测试验证,E:\football_v\122_ERROR_ANALYSIS_ENGINE\module.py
C,测试验证,E:\football_v\122_MODEL_STORE_LAYER\metadata_manager.py
C,测试验证,E:\football_v\123_EXECUTION_ENGINE\decision_executor.py
C,测试验证,E:\football_v\123_MODEL_WEIGHT_UPDATE_ENGINE\module.py
C,测试验证,E:\football_v\124_AUTO_BACKTEST_ENGINE\module.py
D,归档,E:\football_v\124_DASHBOARD_LAYER\model_monitor.py
D,归档,E:\football_v\125_AI_VERSION_MANAGER\module.py
D,归档,E:\football_v\125_PRODUCT_RELEASE_LAYER\deployment_validator.py
C,测试验证,E:\football_v\126_MODEL_EXPLANATION_ENGINE\explanation_engine.py
D,归档,E:\football_v\127_AUTONOMOUS_LEARNING_LOOP\feedback_processor.py
D,归档,E:\football_v\128_SYSTEM_MONITORING_CENTER\alert_manager.py
D,归档,E:\football_v\129_API_GATEWAY_LAYER\api_router.py
C,测试验证,E:\football_v\12_API_LAYER\api\decision_api.py
C,测试验证,E:\football_v\12_API_LAYER\api\prediction_api.py
C,测试验证,E:\football_v\12_API_LAYER\reports\api_validation_report.json
C,测试验证,E:\football_v\12_API_LAYER\reports\real_model_runtime_report.json
C,测试验证,E:\football_v\12_API_LAYER\runtime\api_runtime.db
B,整理后迁移,E:\football_v\12_API_LAYER\service\football_prediction_service.py
B,整理后迁移,E:\football_v\12_API_LAYER\test\api_integration_test.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\error_analysis\error_analyzer.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\experience_database\experience_manager.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feature_optimizer\feature_optimizer.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feedback_collector\collector.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\improvement_engine\improvement.py
B,整理后迁移,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\registry\learning_registry.json
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\reports\learning_deploy_report.json
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\reports\learning_test_report.json
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\self_reflection\reflection_engine.py
C,测试验证,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\weight_optimizer\optimizer.py
D,归档,E:\football_v\130_FINAL_SYSTEM_VALIDATION\module.py
C,测试验证,E:\football_v\131_USER_INTERFACE_LAYER\module.py
C,测试验证,E:\football_v\132_NATURAL_LANGUAGE_ENGINE\module.py
C,测试验证,E:\football_v\133_CONVERSATION_MEMORY_LAYER\module.py
C,测试验证,E:\football_v\134_COMMAND_ROUTER_ENGINE\module.py
C,测试验证,E:\football_v\135_API_GATEWAY_CONNECTOR\module.py
C,测试验证,E:\football_v\136_MODULE_DISPATCH_ENGINE\module.py
C,测试验证,E:\football_v\137_REPORT_PRESENTATION_LAYER\module.py
C,测试验证,E:\football_v\138_LOCAL_CHAT_RUNTIME\module.py
C,测试验证,E:\football_v\139_SYSTEM_HEALTH_INTERFACE\module.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\export_engine\exporter.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\market_report\market_report.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\match_report_generator\match_report.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\model_report\model_report.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\post_match_report\post_match.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\probability_report\probability_report.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\registry\report_registry.json
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\reports\report_layer_deploy_report.json
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\reports\report_layer_test_report.json
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\risk_report\risk_report.py
C,测试验证,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\visualization_engine\visualizer.py
C,测试验证,E:\football_v\13_TEST_LAYER\cases\match_cases.json
A,核心资产，优先迁移,E:\football_v\13_TEST_LAYER\engine\end_to_end_test_engine_V2.9.py
C,测试验证,E:\football_v\13_TEST_LAYER\reports\final_system_test_report.json
C,测试验证,E:\football_v\13_TEST_LAYER\runtime\test_runtime.db
B,整理后迁移,E:\football_v\13_TEST_LAYER\validation\database_validation.py
C,测试验证,E:\football_v\140_FINAL_INTERFACE_VALIDATION\module.py
B,整理后迁移,E:\football_v\141_REAL_CHAT_EXECUTION_ENGINE\module.py
B,整理后迁移,E:\football_v\142_DATABASE_QUERY_RUNTIME\module.py
B,整理后迁移,E:\football_v\143_MODEL_CALL_ORCHESTRATOR\module.py
C,测试验证,E:\football_v\144_MATCH_ANALYSIS_EXECUTOR\module.py
C,测试验证,E:\football_v\145_REPORT_GENERATION_RUNTIME\module.py
B,整理后迁移,E:\football_v\146_HISTORY_CONVERSATION_STORE\module.py
B,整理后迁移,E:\football_v\147_TASK_SCHEDULER_ENGINE\module.py
C,测试验证,E:\football_v\148_RUNTIME_ERROR_HANDLER\module.py
C,测试验证,E:\football_v\149_SYSTEM_LOG_MANAGER\module.py
C,测试验证,E:\football_v\14_OPERATION_LAYER\input\match_request.json
C,测试验证,E:\football_v\14_OPERATION_LAYER\output\prediction_result.json
C,测试验证,E:\football_v\14_OPERATION_LAYER\reports\operation_report.json
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\alert_engine\alert_manager.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\dashboard\system_dashboard.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\database_monitor\database_checker.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\error_monitor\error_collector.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\health_monitor\health_checker.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\model_monitor\model_checker.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\performance_monitor\performance_checker.py
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\registry\monitoring_registry.json
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\reports\monitoring_deploy_report.json
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\reports\monitoring_test_report.json
C,测试验证,E:\football_v\14_SYSTEM_MONITORING_LAYER\resource_monitor\resource_checker.py
C,测试验证,E:\football_v\150_FINAL_RUNTIME_VALIDATION\module.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\api_scheduler\scheduler.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\config\api_config.json
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\data_sync_engine\sync_manager.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\football_data_api\football_data_client.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\injury_api\injury_client.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\news_api\news_client.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\odds_api\odds_client.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\registry\api_registry.json
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\reports\api_deploy_report.json
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\reports\api_test_report.json
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\stats_api\stats_client.py
C,测试验证,E:\football_v\15_API_INTEGRATION_LAYER\weather_api\weather_client.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\audit_logger.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\deploy_governance_batch_01_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\module.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\backup_engine\backup_engine_V1.0.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_backup_engine.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_database_initializer.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_restore_engine.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_version_control_engine.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_backup_scheduler\database_backup_scheduler_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_health_monitor\database_health_monitor_V1.0.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_initializer\database_initializer_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_restore_manager\database_restore_manager_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_schema_manager\database_schema_manager_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_version_manager\database_version_manager_V1.0.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\deploy_migration_engine_V1.0.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\migration_engine_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\config\migration_config.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\registry\migration_registry.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\reports\migration_deployment_report.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\reports\migration_status.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\reports\migration_test_report.json
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\tests\test_migration_engine_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\reports\governance_batch_01_deployment_report.json
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\restore_engine\restore_engine_V1.0.py
A,核心资产，优先迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\deploy_validation_engine_V1.0.py
A,核心资产，优先迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\validation_engine_V1.0.py
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\config\validation_config.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\registry\validation_registry.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\reports\validation_deployment_report.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\reports\validation_report.json
C,测试验证,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\reports\validation_test_report.json
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\tests\test_validation_engine_V1.0.py
B,整理后迁移,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\version_control_engine\version_control_engine_V1.0.py
B,整理后迁移,E:\football_v\17_MODEL_STORE_LAYER\deploy_model_store_batch_01_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\deploy_model_store_batch_02_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_loader.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\module.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\config\model_store_config.json
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_artifact_manager\model_artifact_manager_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_cache_manager\model_cache_manager_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_deployment_manager\model_deployment_manager_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_loader\model_loader_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_metrics_manager\model_metrics_manager_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_parameter_manager\model_parameter_manager_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_registry\model_registry_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_registry\registry.json
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_validator\model_validator_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\model_version_manager\model_version_manager_V1.0.py
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\reports\model_store_batch_01_deployment_report.json
C,测试验证,E:\football_v\17_MODEL_STORE_LAYER\reports\model_store_batch_02_deployment_report.json
A,核心资产，优先迁移,E:\football_v\18_MODEL_EXECUTION_ENGINE\deploy_execution_engine_batch_01_V1.0.py
B,整理后迁移,E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine.py
B,整理后迁移,E:\football_v\18_MODEL_EXECUTION_ENGINE\module.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\batch_predictor\batch_predictor_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\confidence_engine\confidence_engine_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\config\execution_config.json
D,归档,E:\football_v\18_MODEL_EXECUTION_ENGINE\execution_monitor\execution_monitor_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\fusion_engine_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_loader_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\output_manager\output_manager_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_scheduler\prediction_scheduler_V1.0.py
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\reports\execution_engine_batch_01_deployment_report.json
C,测试验证,E:\football_v\18_MODEL_EXECUTION_ENGINE\risk_engine\risk_engine_V1.0.py
C,测试验证,E:\football_v\19_API_LAYER\health_api.py
C,测试验证,E:\football_v\19_API_LAYER\module.py
D,归档,E:\football_v\19_API_LAYER\api_registry\api_registry_V1.0.py
D,归档,E:\football_v\19_API_LAYER\api_server\api_server_V1.0.py
D,归档,E:\football_v\19_API_LAYER\health_api\health_api_V1.0.py
C,测试验证,E:\football_v\19_API_LAYER\model_api\model_api_V1.0.py
C,测试验证,E:\football_v\19_API_LAYER\prediction_api\prediction_api_V1.0.py
D,归档,E:\football_v\19_API_LAYER\report_api\report_api_V1.0.py
C,测试验证,E:\football_v\20_DASHBOARD_LAYER\dashboard.py
C,测试验证,E:\football_v\20_DASHBOARD_LAYER\module.py
D,归档,E:\football_v\20_DASHBOARD_LAYER\dashboard_core\dashboard_core_V1.0.py
D,归档,E:\football_v\20_DASHBOARD_LAYER\market_dashboard\market_dashboard_V1.0.py
C,测试验证,E:\football_v\20_DASHBOARD_LAYER\model_dashboard\model_dashboard_V1.0.py
C,测试验证,E:\football_v\20_DASHBOARD_LAYER\prediction_dashboard\prediction_dashboard_V1.0.py
D,归档,E:\football_v\20_DASHBOARD_LAYER\probability_dashboard\probability_dashboard_V1.0.py
D,归档,E:\football_v\20_DASHBOARD_LAYER\report_dashboard\report_dashboard_V1.0.py
C,测试验证,E:\football_v\21_PRODUCT_PACKAGE\module.py
C,测试验证,E:\football_v\21_PRODUCT_PACKAGE\startup.py
D,归档,E:\football_v\21_PRODUCT_PACKAGE\version.json
D,归档,E:\football_v\21_PRODUCT_PACKAGE\environment_checker\environment_checker_V1.0.py
